id,birthdate,bsn,iban,name,postcode,house_number,has_subscription,has_insurance,renting,bike_id,revenue,satisfaction
5318,1998-03-26,461750983,YTZS4518340028,Olivia de Graaf,8291KH,3,False,False,False,,0.0,9.0
5319,1985-06-03,820645175,KNIB2238604612,Tristan van Gastel,9757XS,8,False,False,False,,0.0,9.0
5320,1990-10-29,369421085,JTBD7041667596,Maaike Janssens,2687 OW,492,False,False,False,,0.0,9.0
5321,2000-01-03,310627849,DQLR0632763612,Fleur de Koning,3741IG,3,False,False,False,,0.0,9.0
5322,1972-05-23,643021590,QFDE3237590812,Cato van Rooij,1340 MU,4,False,False,False,,0.0,9.0
5323,1967-09-20,138790644,DWYR9445839234,Lot van der Kaay,6908 CH,71,False,False,False,,0.0,9.0
5324,1998-03-27,185726045,LNNW4833851949,Hanna van den Assem,5251VG,5,False,False,False,,0.0,9.0
5325,1970-01-29,920867340,GJWF3246106937,Fiene van Kuijc,7941SV,6,False,False,False,,0.0,9.0
5326,1990-11-10,204698133,ABSU7989188410,Daniël van Ginneke,2571FB,5,False,False,False,,0.0,9.0
5327,1962-12-15,027846313,GZTM8895108775,Rens van de Biezenbos,1076HC,6,False,False,False,,0.0,9.0
5328,1996-07-14,794183608,QIZZ6021136193,Ian Wouters van Eijndhoven-Cornelisz,8992BY,942,False,False,False,,0.0,9.0
5329,1971-09-11,074253864,TOJF1390311561,Liam van Beaumont,2177 KX,6,False,False,False,,0.0,9.0
5330,1981-12-04,451726388,TFLR3487680345,Cornelia Tielemans,3315 GW,786,False,False,False,,0.0,9.0
5331,1991-11-24,183204566,ORSA6966956630,Vince de Groot-Blokland,4778 RZ,54,False,False,False,,0.0,9.0
5332,1970-07-25,240986131,VDUQ0936875302,Tobias Feenstra-Koeman,3809 OC,0,False,False,False,,0.0,9.0
5333,1968-09-01,731290859,ZSQN4014296817,Jayden Lansink,9095 EA,36,False,False,False,,0.0,9.0
5334,2002-02-09,128793053,PDQC2318613301,Hendrik Flink-Merkx,3681 EX,941,False,False,False,,0.0,9.0
5335,1988-04-09,021784358,WHKM6698902349,Damian Rijntjes,6184 DS,21,False,False,False,,0.0,9.0
5336,2001-12-27,178042365,CYRP3678619009,Ibrahim van Rijnsbergen-Lamotte,5224 QA,2,False,False,False,,0.0,9.0
5337,1991-10-19,651879231,YXFL5016613593,Aaron van den Henst,2761 DL,4,False,False,False,,0.0,9.0
5338,1985-07-01,690275134,KJSR2880356831,Frederique Lorreijn,8791 XS,3,False,False,False,,0.0,9.0
5339,2004-06-14,852017431,UFZB5644288231,Imke Schenkel,6428HQ,04,False,False,False,,0.0,9.0
5340,1972-03-19,972864301,LOCG3288974328,Quinty Carnotte,4543 QD,0,False,False,False,,0.0,9.0
5341,1973-12-14,620193840,JYXR8282306054,Michael Vierdag,7727 EI,97,False,False,False,,0.0,9.0
5342,2005-11-27,417362900,DTVU1489819769,Jelte Timmermans,1268 BC,04,False,False,False,,0.0,9.0
5343,1996-03-28,762301545,EEFM7150249029,Gerrit van Luxemburg,4560AV,27,False,False,False,,0.0,9.0
5344,1988-08-01,549268376,DGAE1487397019,Aya van de Ven,6075 SL,47,False,False,False,,0.0,9.0
5345,1963-11-16,940531872,WIGG1350446446,Muhammed die Bont,1091 XG,77,False,False,False,,0.0,9.0
5346,2002-12-13,029563719,LSMQ2394860541,Senn Westermann,5982 SY,21,False,False,False,,0.0,9.0
5347,1986-09-22,153769026,MKPU9106782852,Senna Joosten-Scholten,1589 JE,5,False,False,False,,0.0,9.0
5348,1958-07-14,607891543,PNXW7995986543,Maryam Vallenduuk,9139 WU,1,False,False,False,,0.0,9.0
5349,1989-04-09,984367019,QIYI1398677034,Timo Kerkhof,8669JX,9,False,False,False,,0.0,9.0
5350,1978-06-13,645708239,WHTE5304104038,Amina de Strigter,8696HT,411,False,False,False,,0.0,9.0
5351,1970-07-24,625487138,KYBE2862014925,Keano Meijer,7585FF,95,False,False,False,,0.0,9.0
5352,1972-02-26,874051927,BMYE8666906193,Isabel Jacquot-van den Berg,4235 IF,2,False,False,False,,0.0,9.0
5353,1959-08-09,302786417,BELQ2502381346,Elisabeth van Dongen,4415CP,46,False,False,False,,0.0,9.0
5354,2000-09-23,239071487,YLJY2053514478,Muhammed Gerritse,2269 XW,8,False,False,False,,0.0,9.0
5355,1994-04-10,069241387,DSRG8877704278,Jayda Hendrikse-van Oostendorp,1497OR,505,False,False,False,,0.0,9.0
5356,1988-05-31,398250765,PHQO1564583655,Lucy van Dagsburg-Coenen,6338 HG,14,False,False,False,,0.0,9.0
5357,1999-05-03,609218748,YDQD1660790678,Loïs de Gruijter,9419 QU,9,False,False,False,,0.0,9.0
5358,1988-07-10,923465716,TUPY6090613884,Iris Kolen,7882BL,168,False,False,False,,0.0,9.0
5359,1998-07-25,317960842,YAJZ0333855345,Wouter Middelkoop-Bruggeman,9115RJ,9,False,False,False,,0.0,9.0
5360,1974-07-26,640579838,LVKN3108386558,Dean Lankle-van Asten,1113BG,9,False,False,False,,0.0,9.0
5361,1974-01-03,823475165,CQWP1827862821,Lizz Jeggij,8385 TC,92,False,False,False,,0.0,9.0
5362,1975-02-25,143572982,BVAH4383199232,Joost van Embden,9027YY,3,False,False,False,,0.0,9.0
5363,1976-06-01,741269351,SWKJ6490246396,Mara Amalrada-Claesdr,5547 MV,99,False,False,False,,0.0,9.0
5364,1962-12-27,948327157,TPOK9110834542,Siem de Mol,5527MI,329,False,False,False,,0.0,9.0
5365,1988-10-27,645179802,ZTVD9230150793,Stan Welf-Middelkoop,7029YW,1,False,False,False,,0.0,9.0
5366,2003-09-26,472958367,TSGZ6298111115,Stan Keijzer-van Breukelveen,7349NA,46,False,False,False,,0.0,9.0
5367,1976-05-06,427931654,OZIH1147689280,Jasmijn Feenstra,4568UI,659,False,False,False,,0.0,9.0
5368,1994-09-16,463982174,NMEJ9982030409,Sami van Bovene-Eelman,1588FQ,6,False,False,False,,0.0,9.0
5369,1989-07-20,795138027,YISG4633436676,Jules van der Plas,2433 RU,49,False,False,False,,0.0,9.0
5370,1998-05-08,028976538,OUFH6965272117,Josephine Haring,8039 DM,29,False,False,False,,0.0,9.0
5371,1988-01-05,165034920,CQPJ5592386070,Jack Françoise,1920EI,48,False,False,False,,0.0,9.0
5372,1967-04-24,597804163,XAFM7892385336,Tessa Doyle-Gerrits,3837 NS,1,False,False,False,,0.0,9.0
5373,1982-01-04,629345089,XQQH7140232112,Ayden Jochems,2892AS,6,False,False,False,,0.0,9.0
5374,1977-09-19,205874617,SRLZ8222758027,Pleun van Goerle-Buijs,7447CR,091,False,False,False,,0.0,9.0
5375,1994-10-12,935278606,VUCW8302540538,Esila van Berkum,4891QF,25,False,False,False,,0.0,9.0
5376,2007-08-16,098672411,UUWS8117083180,Mark Holthuis,4595 VB,7,False,False,False,,0.0,9.0
5377,1965-02-20,907826453,RXFA7778327301,Mick Huijzing-le Luc,9957 SB,40,False,False,False,,0.0,9.0
5378,2000-02-05,021469738,XNUT2927521480,Annabel Palman-de Heer,7349LZ,03,False,False,False,,0.0,9.0
5379,2005-10-30,972081343,WNVM4558228800,Fiene Holthuis,9857OH,5,False,False,False,,0.0,9.0
5380,1982-12-14,856102477,EEVS2738471798,Kyra Paillet-Bos,8010FY,654,False,False,False,,0.0,9.0
5381,1959-05-30,182037563,ESCU7108108383,Imke Schotte,4004 IC,8,False,False,False,,0.0,9.0
5382,1994-08-11,018672437,ZZWY1434917421,Amélie Louws,8809 TT,22,False,False,False,,0.0,9.0
5383,1959-11-14,921560382,TIBN2065598836,Willem Linschoten,8373GO,91,False,False,False,,0.0,9.0
5384,1990-08-21,950724683,CYZG9431517792,Lucy Sterkman,8759JD,80,False,False,False,,0.0,9.0
5385,2006-09-26,945813272,RTAV8008478418,Yinthe van Klaarwater,7438MP,15,False,False,False,,0.0,9.0
5386,1997-09-09,547619029,VLWA8284361182,Isabella Adelaar,6424 IN,6,False,False,False,,0.0,9.0
5387,2000-07-01,789361024,CBSM6648997932,Bilal Reijers,4907HH,4,False,False,False,,0.0,9.0
5388,1982-08-11,731942085,PUHZ1166459278,Esmée Wolters,8758CI,17,False,False,False,,0.0,9.0
5389,1988-04-13,678934253,ANSZ3158301912,Bilal Hekker,8224 FT,8,False,False,False,,0.0,9.0
5390,1981-11-26,107264390,ICYP8530683603,Elise Hazenveld,3812XS,335,False,False,False,,0.0,9.0
5391,1991-07-25,861305796,XDUS9457496484,David Hoekstra-van Kusen,1517 UB,12,False,False,False,,0.0,9.0
5392,1977-01-28,209615746,NORT4626586859,Bryan Visser-Marceron,2661 RT,720,False,False,False,,0.0,9.0
5393,1995-10-30,276910382,XWLM2008689453,Meike Haring-van Wessex,6143PD,8,False,False,False,,0.0,9.0
5394,1978-04-04,527643816,NGCI0901756046,Leon van der Laarse,9904SX,20,False,False,False,,0.0,9.0
5395,1989-09-06,510924372,QCGK7068797038,Roos Lagerweij,2838 NG,64,False,False,False,,0.0,9.0
5396,1962-12-30,782935047,NNDL2724660330,Linde van Praagh,5691IW,10,False,False,False,,0.0,9.0
5397,1971-04-22,143650828,BJNT1451170133,Morris van Daal,4263 BP,585,False,False,False,,0.0,9.0
5398,1999-06-14,489032758,ZBPA3766367312,Noortje van Wickerode-van den Brink,2129 ZV,72,False,False,False,,0.0,9.0
5399,1956-11-30,287354611,XZRX0437475026,Jenna van der Heijden-Mangel,7191 SQ,3,False,False,False,,0.0,9.0
5400,1984-06-17,451806232,FLPH0243740743,Bilal Schulten,8326 DS,63,False,False,False,,0.0,9.0
5401,1971-03-14,723064180,NOHL6073145533,Brian Strijker-van Dam,5563 HG,260,False,False,False,,0.0,9.0
5402,1986-05-21,574891328,LRFF2770250953,Gijs Helmerhorst,4762 VA,986,False,False,False,,0.0,9.0
5403,1991-07-21,203467917,LMPI5692683395,David van Santen,7816LM,955,False,False,False,,0.0,9.0
5404,1956-11-30,417803953,PWID1343352343,Julie Smits-Zijlmans,2953 WI,96,False,False,False,,0.0,9.0
5405,2003-08-09,061348971,EJGA8226980223,Mehmet Tuithof,1767MX,6,False,False,False,,0.0,9.0
5406,1990-09-24,213950480,DKZR2479041805,Nikki Blewanus,9351VL,682,False,False,False,,0.0,9.0
5407,2004-08-26,724953681,IDEB3718682004,Kim Dachgelder,2063RF,520,False,False,False,,0.0,9.0
5408,2005-01-29,654213707,GCNG1413419545,Daniël Hoppenbrouwer-van Ooste,1399IG,471,False,False,False,,0.0,9.0
5409,1973-12-01,215706432,FYRL6627924973,Megan van der Plas,7623 VF,99,False,False,False,,0.0,9.0
5410,1973-10-09,914235679,IZDH4043004108,Lot Lensen-Aertsz,7795 DT,48,False,False,False,,0.0,9.0
5411,1985-09-05,604978352,WVTL1126921759,Zeynep Everde,9355SZ,167,False,False,False,,0.0,9.0
5412,1963-05-04,203859169,QQAD2824942431,Dex Appelman,5456 HZ,067,False,False,False,,0.0,9.0
5413,1987-11-09,346015972,FBZX7896837803,Valentijn Oude Heer,1914FU,6,False,False,False,,0.0,9.0
5414,1982-01-12,987230517,JVOL6868100315,Jasper Verboom,8147FC,69,False,False,False,,0.0,9.0
5415,1962-08-08,104259875,SUSN5371603546,Madelief Veltman,4057CD,9,False,False,False,,0.0,9.0
5416,1956-12-04,592861405,LZOU8232819619,Tycho Michielsen,9074UX,8,False,False,False,,0.0,9.0
5417,1991-05-11,708659214,HNNH3845584552,Niels van Kempen,4091FL,63,False,False,False,,0.0,9.0
5418,1977-05-21,174293501,QXSB8297845709,Hanna Verheij,3071BW,113,False,False,False,,0.0,9.0
5419,1971-03-01,523071681,ZFMD5700872654,Zoey Wilmont-Glasses,8556HC,5,False,False,False,,0.0,9.0
5420,1960-02-05,603514728,UAHU0253126706,Julie Jonkman,1021PG,54,False,False,False,,0.0,9.0
5421,1984-08-21,714328054,HAZK4554542564,Dylano Dircken,1344 FO,81,False,False,False,,0.0,9.0
5422,1962-07-11,132587063,UFZB2592877279,Thijn de Bruijn,5207KC,87,False,False,False,,0.0,9.0
5423,1961-10-11,974618354,UFMO8449532411,Yfke van den Nuwenhijsen,6913 HW,57,False,False,False,,0.0,9.0
5424,1992-09-02,318640296,YIKL7291674186,Kian de Leeuw,5813 XG,986,False,False,False,,0.0,9.0
5425,1957-04-07,463297805,HDAV6526306705,Jennifer van der Smeede-Kamper,2826WG,5,False,False,False,,0.0,9.0
5426,1958-12-25,165284390,DKZR7604261792,Mette Blom-Scheffers,5719 AZ,884,False,False,False,,0.0,9.0
5427,1987-06-29,832495062,VCAF1331163292,Bas Knuf,5743FC,488,False,False,False,,0.0,9.0
5428,1973-06-12,127083947,CHWP0082297807,Leah van Hemert,9276ZS,6,False,False,False,,0.0,9.0
5429,1961-09-15,206183471,MJJO5243791211,Merijn van der Strigt,3685HZ,74,False,False,False,,0.0,9.0
5430,1976-10-19,857012460,LLWN7378894107,Jake van Nes,6990EN,619,False,False,False,,0.0,9.0
5431,1968-10-06,610892575,VTDJ8980456572,Mike Schrant-Dekker,3851GO,4,False,False,False,,0.0,9.0
5432,1983-02-16,625038411,NJFJ3537049756,Aylin Meeres-Hulshouts,5603YR,4,False,False,False,,0.0,9.0
5433,2007-10-09,564931287,MIQP9500151832,Senna van der Pouw-Boers,1404 QT,7,False,False,False,,0.0,9.0
5434,1992-05-18,964350786,HTDO8505174788,Ayden Sarneel,5801AC,773,False,False,False,,0.0,9.0
5435,1983-11-04,513690724,HSRV7993299906,Owen van Grondelle,4459OQ,96,False,False,False,,0.0,9.0
5436,1980-12-31,748953103,XHGK9249798630,Linde Mulder,3531KA,86,False,False,False,,0.0,9.0
5437,1956-01-03,073654826,RIPX7033039343,Janna Linschoten-van Opper-Lotharingen,6983FB,2,False,False,False,,0.0,9.0
5438,1957-08-19,478129531,JXNV2009234634,Mika van der Horst-van Geest,1107 TX,716,False,False,False,,0.0,9.0
5439,1974-06-29,731269858,IBXB2111693550,Merijn van Alenburg-de Haan,1176CL,64,False,False,False,,0.0,9.0
5440,1969-02-03,418265975,STOG7761831400,Adriana Scuylenborchs-le Luc,2385EC,085,False,False,False,,0.0,9.0
5441,1976-04-19,325498611,ERDH4037420511,Youssef van 't Erve-Haring,9665 PC,8,False,False,False,,0.0,9.0
5442,1968-06-03,967423107,NSDY5123528671,Lars de Heer-van Este,7382QC,85,False,False,False,,0.0,9.0
5443,1996-09-19,632890459,VHOU6081314788,Catharina de Grunt,9838HS,686,False,False,False,,0.0,9.0
5444,1957-04-08,109784650,IWST3597291911,Amber Ketting,6901WF,5,False,False,False,,0.0,9.0
5445,1996-07-12,142056376,RFOH0347436618,Seth Wolzak-van der Linden,6038OM,8,False,False,False,,0.0,9.0
5446,1993-04-24,310784268,AFQN0204972133,Zoey Wouters,4122 AL,795,False,False,False,,0.0,9.0
5447,1990-11-21,204718958,ZOCH6871178537,Noud Ruijs-Hendriks,9033 IK,981,False,False,False,,0.0,9.0
5448,1982-02-06,357689410,PKNW4255322027,Dave Martens-van Duivenvoorde,1290LK,45,False,False,False,,0.0,9.0
5449,1963-03-21,397012846,LWDD5082845363,Michael Kisman,5762GJ,2,False,False,False,,0.0,9.0
5450,2000-11-09,374862953,NHMC3671003722,Yasmin van Buuren,7138RG,6,False,False,False,,0.0,9.0
5451,1978-02-09,580137247,FNMS9397213252,Ruben Dennenberg,6923 DG,0,False,False,False,,0.0,9.0
5452,1993-09-28,872106494,JJWW3297222718,Lisa van den Henst,2632 DY,53,False,False,False,,0.0,9.0
5453,1957-12-20,274698158,AIHY8345647011,Ninthe Doyle,3021 JH,40,False,False,False,,0.0,9.0
5454,1982-12-23,412390760,VKBS3101505885,Stijn Feenstra-Bruynzeels,5914PF,2,False,False,False,,0.0,9.0
5455,1961-11-28,824950732,ZRAF2754800197,Ashley van der Zijl-Kwaadland,9682OB,39,False,False,False,,0.0,9.0
5456,1995-10-02,147859621,ECGP8713318183,Mees Blewanus,5568 CS,171,False,False,False,,0.0,9.0
5457,1992-03-03,829453611,NMPZ8161774030,Nick van der Laan-Hendriks,1629 VO,09,False,False,False,,0.0,9.0
5458,2005-09-09,570238961,HLBQ1529252892,Mats Loep-Dubois,1746JS,7,False,False,False,,0.0,9.0
5459,2002-07-09,513762486,MEVE5926403796,Seth van Haeften,1933 GS,8,False,False,False,,0.0,9.0
5460,1976-02-11,862594108,TOVP8400346113,Dirk Köster,5232 KV,26,False,False,False,,0.0,9.0
5461,2005-01-12,345169281,PFHK0058281082,Isabelle Verbeek-van de Pavert,1352 ST,71,False,False,False,,0.0,9.0
5462,1956-12-05,142369056,TYON5115610335,Elize van Mispelen,7997FC,2,False,False,False,,0.0,9.0
5463,1999-11-13,149560722,GNRE5607701481,Karlijn van den Henst,5096 AY,72,False,False,False,,0.0,9.0
5464,1994-10-19,084527699,YBFF6735744145,Puk Hulskes,4867 MY,7,False,False,False,,0.0,9.0
5465,1981-05-11,452190368,FYLN7319239903,Floor Genefaas,9766ZP,3,False,False,False,,0.0,9.0
5466,1970-01-08,367918250,JMNJ7398133757,Mohammed van der Linden,8584 TZ,569,False,False,False,,0.0,9.0
5467,2002-10-19,731842595,GXNH9949605014,Rafael Mater,3963 QB,0,False,False,False,,0.0,9.0
5468,1974-11-07,204375162,QVSN5976937894,Sep van der Plas,9700TV,721,False,False,False,,0.0,9.0
5469,1987-03-03,031654897,HLAX3415972531,Kian Vink,6720YF,782,False,False,False,,0.0,9.0
5470,1983-09-28,196078532,TCWB8658177514,Job Goderts-van Kuijc van Malsen,8107 UB,166,False,False,False,,0.0,9.0
5471,1995-06-06,689573212,BIEG0485911167,Mare Bresse,1532 SG,91,False,False,False,,0.0,9.0
5472,2007-03-09,078964258,ZCWG6666451705,Janne Broek,3967 ZI,82,False,False,False,,0.0,9.0
5473,1980-05-09,830524691,ZEQQ3847026405,Dylano de Smit,1704 ZY,2,False,False,False,,0.0,9.0
5474,1982-06-21,103962487,MBEH7174157164,Sem Gerritsen,4371 HS,430,False,False,False,,0.0,9.0
5475,1997-12-07,021943862,HZIE3088648922,Hendrik Wright,3555 IV,690,False,False,False,,0.0,9.0
5476,1969-12-15,576148921,AYZW9667896054,Thom Jacobi,9220SF,33,False,False,False,,0.0,9.0
5477,1986-09-11,640312597,UQNT1112755515,Benthe Hermans-Roessink,9303 TS,12,False,False,False,,0.0,9.0
5478,1993-03-25,362017980,RYTJ0691774526,Elize Mulder,8973MJ,87,False,False,False,,0.0,9.0
5479,1969-03-10,563190486,WYPV2999812660,Anouk Merkx,7119 YD,15,False,False,False,,0.0,9.0
5480,1998-12-13,123509749,FEUJ7210458894,Sten van Wickerode-Jans,8500ZT,12,False,False,False,,0.0,9.0
5481,1959-03-09,062439716,CLWQ9316680102,Micha de Nijs,7497 BZ,190,False,False,False,,0.0,9.0
5482,1974-09-04,241057966,VOWX0039800127,Pim van Opper-Lotharingen,2103 HJ,98,False,False,False,,0.0,9.0
5483,1968-08-04,309514265,SSRV5156488370,Valerie van Hoevel en van Zwindrecht,4773 TW,6,False,False,False,,0.0,9.0
5484,2005-09-01,569418276,FWZW9799650766,Cornelia Scherms-d' Heripon,8558 NE,567,False,False,False,,0.0,9.0
5485,1966-10-31,694582712,RQTV8878784235,Sterre Stoffelsz-de Plantard,1753GD,9,False,False,False,,0.0,9.0
5486,1998-06-30,403781693,PBQZ9722217923,Lara Kwaadland,1850LG,3,False,False,False,,0.0,9.0
5487,1980-12-03,036718257,TKZP4501088608,Suus Jones-van der Schuijt,1054SP,8,False,False,False,,0.0,9.0
5488,1971-11-14,529178060,KYEP3718325433,Jamie Schroeff,5156 SK,4,False,False,False,,0.0,9.0
5489,2005-04-07,097536283,RHSX3039236064,Dylan Mathieu,7099YB,1,False,False,False,,0.0,9.0
5490,1966-07-16,239841761,GTDY7849571250,Jordy Nihoe-de Jong,3979 ZY,117,False,False,False,,0.0,9.0
5491,1977-06-29,481037263,REGG5299894051,Lex Bouthoorn,7091LD,19,False,False,False,,0.0,9.0
5492,2000-02-27,218095375,DKSX7040259811,Jip Muijs,6504KR,77,False,False,False,,0.0,9.0
5493,1965-11-08,721843694,MQHG6332548235,Luka van der Noot,3140 WN,096,False,False,False,,0.0,9.0
5494,2003-03-29,791563807,YFUM5087665290,Vince van Geest,9026 HE,25,False,False,False,,0.0,9.0
5495,1974-09-26,412659086,WRKL1081687204,Angelina Marchand,9494TV,4,False,False,False,,0.0,9.0
5496,1979-07-21,297183060,EYLL1656351811,Beau Huel-Eijkelboom,5284RB,468,False,False,False,,0.0,9.0
5497,1969-08-07,495813679,IBXW9113501030,Jolie Weerdenburg-de Beer,1720WI,19,False,False,False,,0.0,9.0
5498,1967-06-20,826193407,GRVS8457108868,Dave Stettyn,8105 BB,677,False,False,False,,0.0,9.0
5499,1995-02-05,268035416,LTKZ3423779671,Lise Goedhart,2051 YF,0,False,False,False,,0.0,9.0
5500,1994-10-30,732916501,XLXU6805880132,Charlotte Freshour,7005TO,783,False,False,False,,0.0,9.0
5501,1984-07-02,102483693,ATUP9382802631,Rick Blaak,1655 OH,0,False,False,False,,0.0,9.0
5502,2000-05-12,841790255,ZYKZ5239927243,Jade Appelman,1599 FB,032,False,False,False,,0.0,9.0
5503,1967-03-02,214350976,SWKH1862312534,Ali van Rijnsbergen,6400LT,592,False,False,False,,0.0,9.0
5504,1972-03-29,056728396,BKWP7326197975,Juliette van den Nyeuwenhuysen,4966 VE,8,False,False,False,,0.0,9.0
5505,1992-01-01,042981736,HZCO3500398039,Ties van Kuijc,3910AI,28,False,False,False,,0.0,9.0
5506,1992-12-24,342078197,AJXH6849066162,Eliza Courtier,8340ST,7,False,False,False,,0.0,9.0
5507,1989-02-12,930682142,LJUQ7276950192,Elif Holthuis-Dries,1336 WM,60,False,False,False,,0.0,9.0
5508,1958-03-25,894265738,HNVC6017085887,Jayden Segerszoen,3981 GJ,0,False,False,False,,0.0,9.0
5509,1964-06-14,605894322,BYUP2238689387,Wessel Mater,5275FR,8,False,False,False,,0.0,9.0
5510,1976-04-01,314892709,MOOW6938874694,Tristan Recer,5452 XH,46,False,False,False,,0.0,9.0
5511,1997-06-09,759341205,WQMR6610570239,Daan Aertsz-Kwaadland,2853VV,54,False,False,False,,0.0,9.0
5512,1969-09-03,304286515,VRWO4731468029,Yasmin van Haspengouw Hesbaye,9126IQ,397,False,False,False,,0.0,9.0
5513,1967-04-13,134509687,SWAR0769107462,Seth van Gorp,3465 WE,9,False,False,False,,0.0,9.0
5514,1994-06-04,641798301,SBZB6989811985,Norah Verheuvel-van Grondelle,8333 WU,9,False,False,False,,0.0,9.0
5515,2005-01-19,307528194,BTPX3823460628,Jake Koster,7588KL,739,False,False,False,,0.0,9.0
5516,1972-07-08,758196040,GWVC0981304395,Lisa van Wessex,8576ZR,5,False,False,False,,0.0,9.0
5517,1998-01-03,801267341,PRMM8384694985,Aaliyah de Backer-Hendriks,2118 XC,5,False,False,False,,0.0,9.0
5518,1993-10-24,648931055,WWOM5005723346,Naomi van Brunswijk,2559 LG,9,False,False,False,,0.0,9.0
5519,1956-12-04,954821634,EPVO6019611725,Riley van Klaarwater,7446 IJ,729,False,False,False,,0.0,9.0
5520,1959-07-01,760143286,OJCX3811975607,Lindsey van Emmelen-Veltman,2199 SN,8,False,False,False,,0.0,9.0
5521,1962-02-08,682391748,DILL0256685036,Cornelis Blom,8099NU,15,False,False,False,,0.0,9.0
5522,1970-07-09,179254868,QIYW0752897379,Carlijn Garret-Mudden,4290QV,75,False,False,False,,0.0,9.0
5523,1966-04-15,480592135,ZHSD5531453191,Niek Schipper,8792 OT,8,False,False,False,,0.0,9.0
5524,1959-10-12,694301528,UVZP4599462711,Arie van der Strigt,8234 IV,60,False,False,False,,0.0,9.0
5525,2005-06-10,520917431,ACKZ9151880901,Quinty van der Spaendonck,7434AU,32,False,False,False,,0.0,9.0
5526,1979-04-17,832579142,TVQO1854272673,Tyler Hendricks,7451 GS,9,False,False,False,,0.0,9.0
5527,1993-12-15,470295867,KOFN8549678015,Nina Schuylenborch,8532 XZ,54,False,False,False,,0.0,9.0
5528,2001-04-19,174805925,UZLE9717069266,Sanne Westerburg-Elsenaar,4947 QK,242,False,False,False,,0.0,9.0
5529,2001-01-22,180592646,EGPS9791980054,Jesse Beernink,1661TU,2,False,False,False,,0.0,9.0
5530,1971-03-08,489206712,QTNL7677325866,Jade Levesque-van Baalen,5722 VM,196,False,False,False,,0.0,9.0
5531,1971-05-30,628514979,EJLH6532856446,Nisa Westerbeek,5794 CI,28,False,False,False,,0.0,9.0
5532,1973-04-01,583094612,KQBW7577293212,Anne van Doorn,7935IF,61,False,False,False,,0.0,9.0
5533,1956-06-10,375812404,ZMVR9134380147,Matthias Bouhuizen,8655FE,595,False,False,False,,0.0,9.0
5534,1983-07-10,287314960,KMGQ6202508720,Janna van der Maes,8824SV,170,False,False,False,,0.0,9.0
5535,1999-06-06,486297056,XZHZ9860346379,Louise Perrono,3796 JU,943,False,False,False,,0.0,9.0
5536,1976-02-08,907854618,AMGD2243112921,Raf Boudewijns,8291RA,05,False,False,False,,0.0,9.0
5537,1957-06-10,293410562,HZUO9875027399,Jolijn Korsman-Wright,7861PY,7,False,False,False,,0.0,9.0
5538,1963-05-19,053279165,YBWD3825932917,Annabel Levesque,2205 DD,3,False,False,False,,0.0,9.0
5539,1980-01-07,872931547,QMWV7044909677,Oscar Groenendaal,7963 VR,43,False,False,False,,0.0,9.0
5540,1973-11-27,950326483,NLSE1964052242,Femke Latier,7241 AF,012,False,False,False,,0.0,9.0
5541,1997-11-14,693425714,KIUW7696000148,Evy van Rijthoven,7809HY,5,False,False,False,,0.0,9.0
5542,1989-09-10,736894512,JBGK6422020534,Milou de Leeuw,5850LH,296,False,False,False,,0.0,9.0
5543,1972-11-30,649208377,RPCO3339464981,Elizabeth Luboch-Rietveld,6878XV,9,False,False,False,,0.0,9.0
5544,2003-12-23,369081420,UCYK6174825737,Kyano Brandt,4506 EU,65,False,False,False,,0.0,9.0
5545,1986-07-10,365842102,UUPG9360778262,Damian Tielemans,2001AB,0,False,False,False,,0.0,9.0
5546,1964-05-31,317024966,VGIJ4030052487,Yasmine Terry-Cosman,5846 VK,863,False,False,False,,0.0,9.0
5547,1987-05-25,039162588,DYDC9360458766,Jurre van Limburg,7560 JI,4,False,False,False,,0.0,9.0
5548,1966-04-15,412568974,OIZX2750181640,Aaliyah Everts,6455 AU,4,False,False,False,,0.0,9.0
5549,1970-07-15,970382546,SWBF1746540891,Cornelia Govarts,3088XM,577,False,False,False,,0.0,9.0
5550,1966-08-29,923680457,IHCM0422613650,Danique Backer,9166 XQ,293,False,False,False,,0.0,9.0
5551,1976-12-08,693057129,QMEZ9774154873,Isabella van Laar,5557 QL,31,False,False,False,,0.0,9.0
5552,1999-02-11,498762105,UVSJ1353725610,Mette den Haag,2734II,890,False,False,False,,0.0,9.0
5553,1960-12-20,860247351,VOJT0438990854,Annemijn Boudewijns,2332BI,469,False,False,False,,0.0,9.0
5554,2005-06-15,097453122,UJNZ1079239208,Daniël van Dam,4608 RD,4,False,False,False,,0.0,9.0
5555,1995-03-30,563094825,LTNZ0387064542,Sebastiaan Oude Heer-Winnrich,2929 RW,287,False,False,False,,0.0,9.0
5556,1977-08-13,639482715,NZDP8808353088,Pippa Bezemer,1426 IH,7,False,False,False,,0.0,9.0
5557,1988-07-23,396278401,PKVE8560719860,Noortje Gnodde-Paillet,8810 JL,4,False,False,False,,0.0,9.0
5558,1976-07-07,910842735,LMOV0521485401,Azra Uittenbosch,1177RP,55,False,False,False,,0.0,9.0
5559,1962-07-20,869254716,TUHJ2174504404,Lily van der Brink,6753QS,7,False,False,False,,0.0,9.0
5560,1974-08-15,361094851,LHIP5840881966,Sophia Geerts,7101 FM,739,False,False,False,,0.0,9.0
